NationalGridBmUnit,carrier,bus,lon,lat,SSE-SP_side,SCOTEX_side,SSHARN_side,FLOWSTH_side,SEIMP_side
CAS-CON01,cascade,6437,-4.830066,57.619203,north,north,north,north,north
CAS-GAR01,cascade,6437,-5.289194,57.066143,north,north,north,north,north
CAS-KIL01,cascade,8019,-4.307751,56.470679,south,north,north,north,north
CAS-MOR01,cascade,6437,-4.962463,57.144936,north,north,north,north,north
SLOY-1,hydro,6454,-4.735107,56.200593,south,north,north,north,north
SLOY-4,hydro,6454,-4.735107,56.200593,south,north,north,north,north
RHAMD-1,load,6029,-1.319,53.452,south,south,south,north,north
ACHRW-1,onwind,8520,-2.492993,55.923317,south,north,north,north,north
AFTOW-1,onwind,5905,-4.165,55.312,south,north,north,north,north
AKGLW-2,onwind,5893,-4.713441,54.970896,south,north,south,north,north
AKGLW-3,onwind,5893,-4.713441,54.970896,south,north,south,north,north
ANSUW-1,onwind,5899,-4.63623,55.14121,south,north,south,north,north
ARCHW-1,onwind,5893,-4.825652,55.222814,south,north,south,north,north
BEINW-1,onwind,6438,-4.42749,58.077876,north,north,north,north,north
BHLAW-1,onwind,5914,-4.033976,55.117955,south,north,south,north,north
BLKWW-1,onwind,5915,-3.482666,55.590763,south,north,north,north,north
BOWLW-1,offwind,5896,-5.537109,55.683779,south,north,north,north,north
BURWS-1,solar,4950,0.302,52.283,south,south,south,south,north
BUSTB-1,battery,6011,-2.02,52.549,south,south,south,north,north
CARR-1,fossil,5980,-2.504883,53.455349,south,south,south,north,north
CARR-2,fossil,5980,-2.504883,53.455349,south,south,south,north,north
CDCL-1,fossil,6045,-0.86792,53.219191,south,south,south,north,north
CGTHW-1,onwind,6440,-4.359638,57.190085,north,north,north,north,north
CNQPS-1,fossil,5939,-3.080651,53.231871,south,south,south,north,north
CNQPS-2,fossil,5939,-3.080651,53.231871,south,south,south,north,north
CNQPS-3,fossil,5939,-3.080651,53.231871,south,south,south,north,north
CNQPS-4,fossil,5939,-3.080651,53.231871,south,south,south,north,north
COUWW-1,onwind,5896,-5.484929,55.680679,south,north,north,north,north
COWB-1,battery,5234,-1.189058,51.709925,south,south,south,south,north
CREAW-1,onwind,6438,-4.504,58.21,north,north,north,north,north
CRGHW-1,onwind,6454,-4.790039,56.389584,south,north,north,north,north
CRMLW-1,onwind,6437,-4.838531,57.694245,north,north,north,north,north
CRUA-1,PHS,5931,-3.966064,53.080827,south,south,south,north,north
CRUA-2,PHS,5931,-3.966064,53.080827,south,south,south,north,north
CRUA-3,PHS,5931,-3.966064,53.080827,south,south,south,north,north
CRUA-4,PHS,5931,-3.966064,53.080827,south,south,south,north,north
CRYRW-2,onwind,6490,-2.39502,55.893796,south,north,north,north,north
CRYRW-3,onwind,6490,-2.39502,55.893796,south,north,north,north,north
CUMHW-1,onwind,5911,-3.991,55.567,south,north,north,north,north
DALQW-1,onwind,5911,-3.89,55.585,south,north,north,north,north
DAMC-1,fossil,4969,0.549316,51.460852,south,south,south,south,north
DIDCB5,fossil,5249,-1.26757,51.62363,south,south,south,south,north
DIDCB6,fossil,5249,-1.26757,51.62363,south,south,south,south,north
DINO-1,PHS,5931,-3.977051,53.008173,south,south,south,north,north
DINO-6,PHS,5931,-3.977051,53.008173,south,south,south,north,north
DNLWW-1,onwind,5943,-2.296143,55.776573,south,north,north,north,north
DOREW-1,onwind,6447,-2.795,57.448,north,north,north,north,north
DOREW-2,onwind,6447,-2.795,57.448,north,north,north,north,north
DOUGW-1,onwind,5911,-3.888,55.593,south,north,north,north,north
DRAXX-1,biomass,8021,-0.626221,53.748711,south,south,south,north,north
DRAXX-2,biomass,8021,-0.626221,53.748711,south,south,south,north,north
DRAXX-3,biomass,8021,-0.626221,53.748711,south,south,south,north,north
DRAXX-4,biomass,8021,-0.626221,53.748711,south,south,south,north,north
DRAXX-5,biomass,8021,-0.626221,53.748711,south,south,south,north,north
DRAXX-6,biomass,8021,-0.626221,53.748711,south,south,south,north,north
DRSLW-1,onwind,5905,-4.484173,55.311291,south,north,north,north,north
EECL-1,fossil,7286,-0.022763,51.662337,south,south,south,south,north
ERRO-1,hydro,6460,-3.790283,56.734649,south,north,north,north,north
ERRO-2,hydro,6460,-3.790283,56.734649,south,north,north,north,north
ERRO-3,hydro,6460,-3.790283,56.734649,south,north,north,north,north
EWHLW-1,onwind,5920,-3.205105,55.228662,south,north,north,north,north
FALGW-1,onwind,7471,-2.768555,55.936895,south,north,north,north,north
FAARW-1,onwind,6440,-4.094167,57.325,north,north,north,north,north
FAARW-2,onwind,6440,-4.094167,57.325,north,north,north,north,north
FASN-1,hydro,6437,-4.793703,57.325887,north,north,north,north,north
FASN2,hydro,6437,-4.793703,57.325887,north,north,north,north,north
FFES-1,PHS,6440,-4.361572,57.237449,north,north,north,north,north
FFES-3,PHS,6440,-4.361572,57.237449,north,north,north,north,north
FFES-4,PHS,6440,-4.361572,57.237449,north,north,north,north,north
FINL-1,hydro,6468,-3.614502,56.279961,south,north,north,north,north
FOYE-1,PHS,6452,-5.393722,56.34286,south,north,north,north,north
FOYE-2,PHS,6452,-5.393722,56.34286,south,north,north,north,north
FOYED-1,PHS,6438,-4.4835277777778,57.262111111111,north,north,north,north,north
GLNDO-1,hydro,6437,-5.174561,57.15412,north,north,north,north,north
GLNKW-1,onwind,6440,-4.241,57.25,north,north,north,north,north
GLWSW-1,onwind,5911,-3.921928,55.534273,south,north,north,north,north
GNAPW-1,onwind,5893,-5.026858,55.021378,south,north,south,north,north
GORDW-1,onwind,6441,-3.834229,58.066256,north,north,north,north,north
GORDW-2,onwind,6441,-3.834229,58.066256,north,north,north,north,north
GRAI1G,fossil,4972,0.70805555555556,51.443055555556,south,south,south,south,south
GRAI4G,fossil,4972,0.70805555555556,51.443055555556,south,south,south,south,south
GRIFW-1,onwind,8020,-3.394775,56.529199,south,north,north,north,north
GRIFW-2,onwind,8020,-3.394775,56.529199,south,north,north,north,north
GRMO-1,fossil,6482,-3.032227,55.930741,south,north,north,north,north
HALSW-1,onwind,6443,-3.425,58.456,north,north,north,north,north
HEYM11,nuclear,5201,-3.317871,51.138001,south,south,south,south,north
HEYM12,nuclear,5201,-3.317871,51.138001,south,south,south,south,north
HEYM2D-1,nuclear,5924,-2.91504,54.0273,south,south,south,north,north
HEYM27,nuclear,5201,-3.317871,51.138001,south,south,south,south,north
HEYM28,nuclear,5201,-3.317871,51.138001,south,south,south,south,north
HRSTW-1,onwind,5917,-3.636475,55.229023,south,north,north,north,north
HRTL-1,nuclear,5924,-2.916111111,54.02888889,south,south,south,north,north
HRTL-2,nuclear,5924,-2.916111111,54.02888889,south,south,south,north,north
HUMR-1,fossil,5981,-2.405816,53.165426,south,south,south,north,north
HUNBD-1,nuclear,5896,-4.89009,55.7221,south,north,north,north,north
INDQ-1,fossil,4969,0.602702,51.418947,south,south,south,south,south
KEAD-1,fossil,6038,-0.494385,53.585984,south,south,south,north,north
KEAD-2,fossil,7946,-0.7522,53.5952,south,south,south,north,north
KEADGT-3,fossil,6038,-0.494385,53.585984,south,south,south,north,north
KENNW-1,onwind,5911,-3.916,55.49,south,north,north,north,north
KILBW-1,onwind,6441,-4.0564,58.0395,north,north,north,north,north
KILLPG-1,fossil,6041,-0.25511,53.65952,south,south,south,north,north
KILLPG-2,fossil,6041,-0.25511,53.65952,south,south,south,north,north
KLGLW-1,onwind,5893,-4.76528,55.05,south,north,south,north,north
KPMRW-1,onwind,5907,-4.069,55.679,south,north,north,north,north
KTHLW-1,onwind,7471,-2.825456,55.817272,south,north,north,north,north
KYPEW-1,onwind,5907,-4.063,55.629,south,north,north,north,north
LAGA-1,fossil,5209,-3.966064,50.492463,south,south,south,south,north
LARKS-1,solar,5225,-2.477369,51.57851,south,south,south,south,north
LBAR-1,fossil,7454,-0.230713,52.22107,south,south,south,south,north
LBAR-1G,fossil,7454,-0.230713,52.22107,south,south,south,south,north
LCLTW-1,onwind,6438,-4.559326,57.73935,north,north,north,north,north
MEDP-1,fossil,4974,0.889893,51.378638,south,south,south,south,south
MIDMW-1,onwind,5914,-3.776,55.495,south,north,north,north,north
MILWW-1,onwind,6437,-4.866943,57.219608,north,north,north,north,north
MKHLW-1,onwind,5893,-4.822998,55.160043,south,north,south,north,north
MRWD-1,fossil,5253,-1.351318,50.903033,south,south,south,south,north
NANT-1,hydro,6452,-5.251465,56.163906,south,north,north,north,north
PEHE-1,fossil,6485,-1.867676,57.527622,north,north,north,north,north
PEHE-2,fossil,6485,-1.867676,57.527622,north,north,north,north,north
PEHED-1,fossil,6485,-1.78888,57.4772,north,north,north,north,north
PEMB-11,fossil,5183,-4.996378,51.684368,south,south,south,north,north
PEMB-21,fossil,5183,-4.996378,51.684368,south,south,south,north,north
PEMB-31,fossil,5183,-4.996378,51.684368,south,south,south,north,north
PEMB-41,fossil,5183,-4.996378,51.684368,south,south,south,north,north
PEMB-51,fossil,5183,-4.996378,51.684368,south,south,south,north,north
RATS-1,fossil,6049,-1.219482,52.855864,south,south,south,north,north
RATS-2,fossil,6049,-1.219482,52.855864,south,south,south,north,north
RATS-3,fossil,6049,-1.219482,52.855864,south,south,south,north,north
RATS-4,fossil,6049,-1.219482,52.855864,south,south,south,north,north
RATSGT-2,fossil,6049,-1.219482,52.855864,south,south,south,north,north
RATSGT-4,fossil,6049,-1.219482,52.855864,south,south,south,north,north
ROCK-1,fossil,5974,-2.592773,53.330873,south,south,south,north,north
RYHPS-1,fossil,5243,-0.285645,51.815407,south,south,south,south,north
SAKNW-1,onwind,5914,-4.025,55.346,south,north,north,north,north
SANQW-1,onwind,5914,-4.023363,55.322673,south,north,north,north,north
SCCL-1,fossil,6037,-0.131836,53.833081,south,south,south,north,north
SCCL-2,fossil,6037,-0.131836,53.833081,south,south,south,north,north
SCCL-3,fossil,6037,-0.131836,53.833081,south,south,south,north,north
SEAB-1,fossil,5224,-2.614746,51.481383,south,south,south,south,north
SEAB-2,fossil,5224,-2.614746,51.481383,south,south,south,south,north
SEEL-1,fossil,6053,-0.1321,52.8078,south,south,south,south,north
SIZB-1,nuclear,5943,-2.054443,55.813629,south,north,north,north,north
SIZB-2,nuclear,5943,-2.054443,55.813629,south,north,north,north,north
SLOY-2,hydro,6454,-4.735107,56.200593,south,north,north,north,north
SLOY-3,hydro,6454,-4.735107,56.200593,south,north,north,north,north
SPLN-1,fossil,6053,-0.252686,52.816043,south,south,south,south,north
STAY-1,fossil,6047,-0.98877,53.041213,south,south,south,north,north
STAY-2,fossil,6047,-0.98877,53.041213,south,south,south,north,north
STAY-3,fossil,6047,-0.98877,53.041213,south,south,south,north,north
STAY-4,fossil,6047,-0.98877,53.041213,south,south,south,north,north
STLGW-1,onwind,6460,-4.056,57.081,north,north,north,north,north
STLGW-2,onwind,6460,-4.056,57.081,north,north,north,north,north
STLGW-3,onwind,6460,-4.056,57.081,north,north,north,north,north
STRNW-1,onwind,6441,-3.89086,58.385271,north,north,north,north,north
SUTB-1,fossil,5888,0.098877,52.62306,south,south,south,south,north
SVRP-10,fossil,5188,-3.065186,51.740636,south,south,south,south,north
SVRP-20,fossil,5188,-3.065186,51.740636,south,south,south,south,north
TDBNW-1,onwind,7471,-2.81,55.77,south,north,north,north,north
TORN-1,nuclear,5923,-4.405518,53.370221,south,south,south,north,north
TORN-2,nuclear,5923,-4.405518,53.370221,south,south,south,north,north
TORND-1,nuclear,6490,-2.40908,55.968,south,north,north,north,north
TRLGW-1,onwind,5893,-4.81,55.23,south,north,south,north,north
TSREP-1,fossil,5964,-1.12042,54.5768,south,south,north,north,north
TWSHW-1,onwind,5914,-3.9185,55.3142,south,north,north,north,north
WBURB-1,fossil,6033,-0.53833,53.363665,south,south,south,north,north
WBURB-2,fossil,6033,-0.53833,53.363665,south,south,south,north,north
WBURB-3,fossil,6033,-0.53833,53.363665,south,south,south,north,north
WBURB-41,battery,6033,-0.538,53.364,south,south,south,north,north
WBURB-43,battery,6033,-0.538,53.364,south,south,south,north,north
WDRGW-1,onwind,5905,-4.306,55.244,south,north,north,north,north
WHIHW-1,onwind,5914,-4.02,55.32,south,north,north,north,north
WHLWB-1,battery,8037,-4.17331,55.6954,south,north,north,north,north
WILCT-1,fossil,5964,-1.1185,54.5894,south,south,north,north,north
WISHB-1,battery,8035,-3.93867,55.76927,south,north,north,north,north
WISTW-2,onwind,6486,-2.374558,56.844014,south,north,north,north,north
WYLF-1,nuclear,4960,0.241667,51.465278,south,south,south,south,north
WYLF-2,nuclear,4960,0.241667,51.465278,south,south,south,south,north
WYLF-3,nuclear,4960,0.241667,51.465278,south,south,south,south,north
WYLF-4,nuclear,4960,0.241667,51.465278,south,south,south,south,north
AG-CBS06B,battery,6008,-1.37484,53.22386,south,south,south,north,north
AG-HEL00G,battery,5970,-2.643,53.787,south,south,south,north,north
AG-HEL0DN,battery,6473,-3.204,56.166,south,north,north,north,north
AG-HEL0CP,battery,6473,-2.995,56.324,south,north,north,north,north
COVNB-1,battery,5223,-1.508,52.409,south,south,south,south,north
PINFB-2,battery,5940,-2.9435833333333,53.265694444444,south,south,south,north,north
PINFB-1,battery,5940,-2.9435833333333,53.265694444444,south,south,south,north,north
ARNKB-1,battery,6011,-2.0,52.61,south,south,south,north,north
PINFB-4,battery,5940,-2.9435833333333,53.265694444444,south,south,south,north,north
FARNB-1,battery,5251,-0.791,51.21,south,south,south,south,north
NURSB-1,battery,5230,-1.484869,50.942355,south,south,south,south,north
FFSE01,battery,5953,-1.473,55.016,south,south,north,north,north
POTES-1,battery,5953,-1.455827,54.977384,south,south,north,north,north
KEMB-1,battery,4970,0.737,51.364,south,south,south,south,south
AG-ZEN03J,battery,4969,0.477,51.302,south,south,south,south,south
PNYCB-1,battery,5192,-3.564,51.709,south,south,south,north,north
NFSE02,battery,8489,-3.588,55.907,south,north,north,north,north
AG-GEDF02,battery,8838,-2.254,53.197,south,south,south,north,north
AG-GEDF01,battery,8838,-2.254,53.197,south,south,south,north,north
ZEN02A,battery,4955,0.591,52.07,south,south,south,south,north
DINO-5,PHS,5931,-3.977051,53.008173,south,south,south,north,north
AG-LLIM02,battery,5204,-3.157186,51.018497,south,south,south,south,north
DINO-4,PHS,5931,-3.977051,53.008173,south,south,south,north,north
PINFB-3,battery,5940,-2.9435833333333,53.265694444444,south,south,south,north,north
FFES-2,PHS,6440,-4.361572,57.237449,north,north,north,north,north
ARBRB-1,battery,6462,-2.619634,56.56497,south,north,north,north,north
DINO-3,PHS,5931,-3.977051,53.008173,south,south,south,north,north
AG-ASTK05,battery,4950,0.126,52.197,south,south,south,south,north
AG-LLIM01,battery,5224,-2.652,51.516,south,south,south,south,north
DOLLB-1,battery,4968,0.56,51.6,south,south,south,south,north
CUPAB-1,battery,6473,-3.013,56.316,south,north,north,north,north
AG-MSTK01,battery,6035,-0.405,53.791,south,south,south,north,north
AG-JSTK02,battery,5262,-0.334,51.231,south,south,south,south,north
AG-HSTK02,battery,5226,-1.962,51.615,south,south,south,south,north
AG-HSTK01,battery,5226,-1.962,51.615,south,south,south,south,north
HAWKB-1,battery,5229,-2.208174,51.013772,south,south,south,south,north
DINO-2,PHS,5931,-3.977051,53.008173,south,south,south,north,north
CLDNW-1,onwind,5919,-3.35083,55.310391,south,north,north,north,north
CLDSW-1,onwind,5919,-3.35083,55.310391,south,north,north,north,north
DUNGW-1,onwind,6440,-4.255802,57.25148,north,north,north,north,north
HADHW-1,onwind,5899,-4.702148,55.247815,south,north,south,north,north
CLDCW-1,onwind,5919,-3.35083,55.310391,south,north,north,north,north
CLDRW-1,onwind,6448,-2.922363,57.308724,north,north,north,north,north
EDINW-1,onwind,6452,-6.229248,57.279043,north,north,north,north,north
FSDLW-1,onwind,5896,-5.479859,55.780803,south,north,north,north,north
MYGPW-1,onwind,5917,-3.514802,55.248768,south,north,north,north,north
PNYCW-1,onwind,8290,-3.561358,51.710658,south,south,south,north,north
SOKYW-1,onwind,5905,-4.2,55.317,south,north,north,north,north
BABAW-1,onwind,5925,-3.283333,53.983333,south,south,south,north,north
BRNLW-1,onwind,5926,-3.19582,53.487739,south,south,south,north,north
BURBW-1,offwind,5926,-3.273,53.484,south,south,south,north,north
HYWDW-1,offwind,6485,-1.35,57.483,south,north,north,north,north
KINCW-1,offwind,6487,-1.8596,57.0046,south,north,north,north,north
BEATO-1,offwind,6443,-3.07,58.13,north,north,north,north,north
BEATO-3,offwind,6443,-3.07,58.13,north,north,north,north,north
BEATO-4,offwind,6443,-3.07,58.13,north,north,north,north,north
BLLA-1,offwind,5951,-1.401,55.131,south,south,north,north,north
BLLA-2,offwind,5951,-1.401,55.131,south,south,north,north,north
BRBEO-1,offwind,5926,-3.273,53.484,south,south,south,north,north
COSO-1,fossil,4972,0.834961,51.542919,south,south,south,south,south
DBAWO-1,offwind,5889,1.9301,54.7489,south,south,north,north,north
DBAWO-2,offwind,5889,1.9301,54.7489,south,south,north,north,north
DBAWO-3,offwind,5889,1.9301,54.7489,south,south,north,north,north
DBAWO-4,offwind,5889,1.9301,54.7489,south,south,north,north,north
DBAWO-5,offwind,5889,1.9301,54.7489,south,south,north,north,north
DDGNO-1,offwind,5889,1.39,53.249,south,south,south,south,north
DDGNO-2,offwind,5889,1.39,53.249,south,south,south,south,north
DDGNO-3,offwind,5889,1.39,53.249,south,south,south,south,north
DDGNO-4,offwind,5889,1.39,53.249,south,south,south,south,north
DNGBD-1,nuclear,4979,0.95976,50.9134,south,south,south,south,south
DNGB21,nuclear,5963,-1.098633,54.686534,south,south,north,north,north
DNGB22,nuclear,5963,-1.098633,54.686534,south,south,north,north,north
EAAO-1,offwind,4980,2.3,52.66,south,south,south,south,north
EAAO-2,offwind,4980,2.3,52.66,south,south,south,south,north
GAOFO-1,offwind,4980,2.035,51.893,south,south,south,south,south
GAOFO-3,offwind,4980,2.035,51.893,south,south,south,south,south
GAOFO-2,offwind,4980,2.035,51.893,south,south,south,south,south
GAOFO-4,offwind,4980,2.035,51.893,south,south,south,south,south
GNFSW-1,offwind,4956,1.174444,51.739444,south,south,south,south,north
GNFSW-2,offwind,4956,1.174444,51.739444,south,south,south,south,north
GRAI-6,fossil,4972,0.703125,51.47454,south,south,south,south,south
GRAI-7,fossil,4972,0.703125,51.47454,south,south,south,south,south
GRAI-8,fossil,4972,0.703125,51.47454,south,south,south,south,south
GYMRO-15,offwind,5932,-3.584,53.459,south,south,south,north,north
GYMRO-17,offwind,5932,-3.584,53.459,south,south,south,north,north
GYMRO-26,offwind,5932,-3.584,53.459,south,south,south,north,north
GYMRO-28,offwind,5932,-3.584,53.459,south,south,south,north,north
HINB-7,nuclear,5898,-4.822998,55.646599,south,north,north,north,north
HINB-8,nuclear,5898,-4.822998,55.646599,south,north,north,north,north
HINBD-1,nuclear,5202,-3.1280887,51.2088898,south,south,south,south,north
HMGTO-1,offwind,6043,0.293,53.644,south,south,south,north,north
HMGTO-2,offwind,6043,0.293,53.644,south,south,south,north,north
HOWAO-1,offwind,5889,1.791,53.885,south,south,south,north,north
HOWAO-2,offwind,5889,1.791,53.885,south,south,south,north,north
HOWAO-3,offwind,5889,1.791,53.885,south,south,south,north,north
HOWBO-1,offwind,5889,1.5518,53.91,south,south,south,north,north
HOWBO-2,offwind,5889,1.5518,53.91,south,south,south,north,north
HOWBO-3,offwind,5889,1.5518,53.91,south,south,south,north,north
LARYO-1,offwind,4975,1.362305,51.645294,south,south,south,south,south
LARYO-2,offwind,4975,1.362305,51.645294,south,south,south,south,south
LARYO-3,offwind,4975,1.362305,51.645294,south,south,south,south,south
LARYO-4,offwind,4975,1.362305,51.645294,south,south,south,south,south
LNCSO-1,offwind,5888,0.527344,53.265213,south,south,south,north,north
LNCSO-2,offwind,5888,0.527344,53.265213,south,south,south,north,north
MOWEO-1,offwind,6447,-2.69852,58.16708,north,north,north,north,north
MOWEO-2,offwind,6447,-2.69852,58.16708,north,north,north,north,north
MOWEO-3,offwind,6447,-2.69852,58.16708,north,north,north,north,north
RCBKO-1,offwind,5888,0.841,53.276,south,south,south,north,north
RCBKO-2,offwind,5888,0.841,53.276,south,south,south,north,north
RMPNO-1,offwind,5273,-0.27,50.67,south,south,south,south,south
RMPNO-2,offwind,5273,-0.27,50.67,south,south,south,south,south
RREW-1,offwind,5919,-3.716667,54.75,south,south,south,north,north
RRWW-1,offwind,5919,-3.716667,54.75,south,south,south,north,north
SGRWO-2,offwind,6487,-1.741,56.588,south,north,north,north,north
SGRWO-3,offwind,6487,-1.741,56.588,south,north,north,north,north
SGRWO-4,offwind,6487,-1.741,56.588,south,north,north,north,north
SGRWO-5,offwind,6487,-1.741,56.588,south,north,north,north,north
SGRWO-6,offwind,6487,-1.741,56.588,south,north,north,north,north
SHBA-1,fossil,6043,-0.131836,53.618579,south,south,south,north,north
SHBA-2,fossil,6043,-0.131836,53.618579,south,south,south,north,north
SHRSO-1,offwind,5889,1.147,53.135,south,south,south,south,north
SHRSO-2,offwind,5889,1.147,53.135,south,south,south,south,north
TKNEW-1,offwind,5889,0.9,53.4,south,south,south,north,north
TKNWW-1,offwind,5889,0.9,53.4,south,south,south,north,north
WDNSO-1,offwind,5932,-3.768311,53.923751,south,south,south,north,north
WDNSO-2,offwind,5932,-3.768311,53.923751,south,south,south,north,north
WHILW-1,onwind,5925,-3.463,53.983,south,south,south,north,north
WHILW-2,onwind,5925,-3.463,53.983,south,south,south,north,north
WLNYO-2,offwind,5925,-3.522,54.044,south,south,south,north,north
WLNYO-3,offwind,5925,-3.522,54.044,south,south,south,north,north
WLNYO-4,offwind,5925,-3.522,54.044,south,south,south,north,north
WLNYW-1,offwind,5925,-3.522,54.044,south,south,south,north,north
WTMSO-1,offwind,6037,0.681152,53.943155,south,south,south,north,north
BEATO-2,offwind,6443,-3.07,58.13,north,north,north,north,north
THNTO-2,offwind,4975,1.461182,51.385495,south,south,south,south,south
THNTO-1,offwind,4975,1.461182,51.385495,south,south,south,south,south
GRGBW-1,offwind,4980,1.713867,52.066,south,south,south,south,north
GRGBW-2,offwind,4980,1.713867,52.066,south,south,south,south,north
GRGBW-3,offwind,4980,1.713867,52.066,south,south,south,south,north
SGRWO-1,offwind,6487,-1.741,56.588,south,north,north,north,north
ABRBO-1,offwind,6487,-1.98333,57.2167,south,north,north,north,north
OMNDO-1,offwind,5925,-3.4,54.1,south,south,south,north,north
